cdm	code	deptName	descr	primary
DCWAS_Providence MT	4295622	Pharmacy Services General 001	SOMA 350MG T	6.6
DCWAS_Providence MT	4292306	Pharmacy Services General 001	SORBITAL 70% 480ML BTL	1.76
DCWAS_Providence MT	4242301	Pharmacy Services General 001	SPIRONOLACTON 25MG T	1.7
DCWAS_Providence MT	4240693	Pharmacy Services General 001	SPS 15GM/100ML SUS	1.71
DCWAS_Providence MT	4280897	Pharmacy Services General 001	STADOL 2MG/ML 1ML VL	2.73
DCWAS_Providence MT	4217626	Pharmacy Services General 001	SUCCINYLCHOLINE CL 20MG VL	1.86
DCWAS_Providence MT	4246112	Pharmacy Services General 001	SULFACETAM SOD 10% 3.5GM TUBE	1.68
DCWAS_Providence MT	4246138	Pharmacy Services General 001	SULFACETAMID 10% BTL	12.89
DCWAS_Providence MT	4299608	Pharmacy Services General 001	SUMATRIPTAN 6MG INJ	87.29
DCWAS_Providence MT	4210803	Pharmacy Services General 001	SUPREX 400MG TAB	16.35
DCWAS_Providence MT	4258257	Pharmacy Services General 001	SURFAK 240MG C	1.68
DCWAS_Providence MT	4202974	Pharmacy Services General 001	SUSTIVA 200MG CAPSULE	4.95
DCWAS_Providence MT	4254124	Pharmacy Services General 001	TACROLIMUS 1MG C	3.72
DCWAS_Providence MT	4272902	Pharmacy Services General 001	TAPAZOLE 5MG T	1.74
DCWAS_Providence MT	4297958	Pharmacy Services General 001	TDAP VACCINE (ADACEL) >7YRS	34.41
DCWAS_Providence MT	4294567	Pharmacy Services General 001	TDAP VACCINE (BOOSTRIX) >7YRS	36.3
DCWAS_Providence MT	4245833	Pharmacy Services General 001	TEARS NATURALE 15ML BTL	2.87
DCWAS_Providence MT	4266318	Pharmacy Services General 001	TEGRETOL 100 MG/5ML SUS	4.02
DCWAS_Providence MT	4291324	Pharmacy Services General 001	TEGRETOL 100MG T	1.71
DCWAS_Providence MT	4291308	Pharmacy Services General 001	TEGRETOL 200MG T	1.7
DCWAS_Providence MT	4217931	Pharmacy Services General 001	TEGRETOL XR 200MG T	1.68
DCWAS_Providence MT	4295887	Pharmacy Services General 001	TEMORATE 0.05% 30GM OINT	3.92
DCWAS_Providence MT	4219218	Pharmacy Services General 001	TEMOVATE 0.05% 30GM GEL	13.32
DCWAS_Providence MT	4200000	Pharmacy Services General 001	TENIVAC TET DIP TOX SDV 7YR+	31.11
DCWAS_Providence MT	4296273	Pharmacy Services General 001	TENORMIN 25MG T	1.68
DCWAS_Providence MT	4224481	Pharmacy Services General 001	TENORMIN 50MG T	1.68
DCWAS_Providence MT	4219242	Pharmacy Services General 001	TERAZO C-3 VAG 0.8% CR	9.97
DCWAS_Providence MT	4223004	Pharmacy Services General 001	TERAZOSIN 2MG C	1.67
DCWAS_Providence MT	4223012	Pharmacy Services General 001	TERAZOSIN 5MG C	1.67
DCWAS_Providence MT	4296729	Pharmacy Services General 001	TERBINAFINE 250MG T	9.66
DCWAS_Providence MT	4213427	Pharmacy Services General 001	TERBINAFINE HCL 1% 15GM CR	4.84
DCWAS_Providence MT	4216552	Pharmacy Services General 001	TERBUTALINE 2.5MG T	1.68
DCWAS_Providence MT	4216578	Pharmacy Services General 001	TERBUTALINE S04 1MG INJ	4.68
DCWAS_Providence MT	4248100	Pharmacy Services General 001	TESSALON 100MG C	1.68
DCWAS_Providence MT	4273819	Pharmacy Services General 001	TETRACA 0.5% 2ML OPH BTL	9.24
DCWAS_Providence MT	4288072	Pharmacy Services General 001	THEO-DUR 100MG T	1.68
DCWAS_Providence MT	4288098	Pharmacy Services General 001	THEO-DUR 300MG T	1.68
DCWAS_Providence MT	4288825	Pharmacy Services General 001	THEOPHYLLIN 80MG/15ML LIQ	5.39
DCWAS_Providence MT	4290565	Pharmacy Services General 001	THERAGRAN 5ML LIQ	1.67
DCWAS_Providence MT	4290607	Pharmacy Services General 001	THERAGRAN M T	1.68
DCWAS_Providence MT	4290557	Pharmacy Services General 001	THERAGRAN T	1.68
DCWAS_Providence MT	4289716	Pharmacy Services General 001	THIAMINE 100MG T	1.69
DCWAS_Providence MT	4289708	Pharmacy Services General 001	THIAMINE 50MG T	1.8
DCWAS_Providence MT	4289658	Pharmacy Services General 001	THIAMINE HCL 100MG INJ	7.82
DCWAS_Providence MT	4299525	Pharmacy Services General 001	THORAZINE 25MG T	1.68
DCWAS_Providence MT	4212361	Pharmacy Services General 001	THROMBIN 5000 UNITS KIT SPR	61.87
DCWAS_Providence MT	4221511	Pharmacy Services General 001	THROMBIN TOP 5000 UNITS KIT	60.64
DCWAS_Providence MT	4254314	Pharmacy Services General 001	THYMMENTH GLYCER CABMI OINT	5.53
DCWAS_Providence MT	4273108	Pharmacy Services General 001	THYROID 15MG (1/4) T	1.68
DCWAS_Providence MT	4217709	Pharmacy Services General 001	TIAZAC 180MG C	1.68
DCWAS_Providence MT	4216735	Pharmacy Services General 001	TIAZAC 360MG C	2.71
DCWAS_Providence MT	4291944	Pharmacy Services General 001	TIGECYCLINE 50MG INJ	71.23
DCWAS_Providence MT	4246104	Pharmacy Services General 001	TIMOPTIC 0.25% 5ML OPH BTL	2.16
DCWAS_Providence MT	4246088	Pharmacy Services General 001	TIMOPTIC 0.5% 5ML SOL	2.19
DCWAS_Providence MT	4296018	Pharmacy Services General 001	TIMOPTIC XE 0.25% GEL 5ML BTL	34.54
DCWAS_Providence MT	4297552	Pharmacy Services General 001	TIMOPTIC-XE 0.5% 5ML BTL	40.82
DCWAS_Providence MT	4284493	Pharmacy Services General 001	TINACTIN 1% 15GM CR	1.68
DCWAS_Providence MT	4254975	Pharmacy Services General 001	TIZANIDINE 2MG C	1.89
DCWAS_Providence MT	4296000	Pharmacy Services General 001	TOBRADEX  5ML BTL	52.91
DCWAS_Providence MT	4201752	Pharmacy Services General 001	TOBRAMYCIN 1.2 GM PD	80.91
DCWAS_Providence MT	4208104	Pharmacy Services General 001	TOBRAMYCIN S04 60MG INJ	2.42
DCWAS_Providence MT	4208112	Pharmacy Services General 001	TOBRAMYCIN S04 80MG INJ	1.69
DCWAS_Providence MT	4219127	Pharmacy Services General 001	TOBREX .30/0 OPTH OINT	77.3
DCWAS_Providence MT	4206843	Pharmacy Services General 001	TOBREX 5ML OPH	18.92
DCWAS_Providence MT	4216230	Pharmacy Services General 001	TOPAMAX 25MG T	1.73
DCWAS_Providence MT	4253555	Pharmacy Services General 001	TOPAMAX T	4.51
DCWAS_Providence MT	4216289	Pharmacy Services General 001	TOPRAL XL 50MG T	1.68
DCWAS_Providence MT	4224994	Pharmacy Services General 001	TOPROL XL 100MG T	1.71
DCWAS_Providence MT	4253902	Pharmacy Services General 001	TOPROL XL 25MG T	1.69
DCWAS_Providence MT	4266631	Pharmacy Services General 001	TORSEMIDE 20MG T	1.64
DCWAS_Providence MT	4266896	Pharmacy Services General 001	TRAMADOL HCL T	2.72
DCWAS_Providence MT	4226288	Pharmacy Services General 001	TRANSDERM NITR 2.5MG PTCH	1.68
DCWAS_Providence MT	4200151	Pharmacy Services General 001	TRASTUZUMAB 10MG -150MG VL	2118.1
DCWAS_Providence MT	4233409	Pharmacy Services General 001	TRAZODONE HCL 50MG T	1.69
DCWAS_Providence MT	4231882	Pharmacy Services General 001	TREXAN 50MG T	1.84
DCWAS_Providence MT	4269304	Pharmacy Services General 001	TRIAMCINO  0.5% 15G CR	1.77
DCWAS_Providence MT	4269403	Pharmacy Services General 001	TRIAMCINOL 1%15GM OINT	1.68
DCWAS_Providence MT	4200622	Pharmacy Services General 001	TRIAMCINOLN ACET 200MG/5ML VL	52.03
DCWAS_Providence MT	4269379	Pharmacy Services General 001	TRIAMCINOLON AC OINT	9.05
DCWAS_Providence MT	4214414	Pharmacy Services General 001	TRIAMCINOLONE 0.5% CREAM 15GM	6.93
DCWAS_Providence MT	4269270	Pharmacy Services General 001	TRIAMCINOLONE 1/15GM TUBE	1.68
DCWAS_Providence MT	4277448	Pharmacy Services General 001	TRIAMICINOLN ACET 40MG/ML VL	10.06
DCWAS_Providence MT	4269437	Pharmacy Services General 001	TRIAMICINOLN ACET 50MG/5ML VL	13.74
DCWAS_Providence MT	4214995	Pharmacy Services General 001	TRIHEXYLPHENID 2MG T	1.68
DCWAS_Providence MT	4234860	Pharmacy Services General 001	TRILAFON 2MG T	1.68
DCWAS_Providence MT	4208070	Pharmacy Services General 001	TRILEPTAL 600MG T	7.81
DCWAS_Providence MT	4277075	Pharmacy Services General 001	TRILEPTAL T	4.29
DCWAS_Providence MT	4277083	Pharmacy Services General 001	TRIZIVIR T	26.84
DCWAS_Providence MT	4295994	Pharmacy Services General 001	TRUSOPT 2% 5ML BTL	23.98
DCWAS_Providence MT	4208682	Pharmacy Services General 001	TRYPAN BLUE OPTH SOL 0.06% SYR	47.01
DCWAS_Providence MT	4297438	Pharmacy Services General 001	TUSS-ORGANIDIN W/CODEINE SOL	2.73
DCWAS_Providence MT	4227815	Pharmacy Services General 001	TYLENOL #2 T	2.72
DCWAS_Providence MT	4227823	Pharmacy Services General 001	TYLENOL #3 T	2.72
DCWAS_Providence MT	4266029	Pharmacy Services General 001	TYLENOL EXTRA STRENGTH 500MG T	1.68
DCWAS_Providence MT	4227872	Pharmacy Services General 001	TYLENOL/CODEIENE 10ML E SOL	2.72
DCWAS_Providence MT	4227864	Pharmacy Services General 001	TYLENOL/CODEINE 5ML E SOL	2.89
DCWAS_Providence MT	4284576	Pharmacy Services General 001	UNDECYL ACID/ZINC UNDECY 2 PWD	5.33
DCWAS_Providence MT	4213047	Pharmacy Services General 001	URECHOLINE 25MG T	1.68
DCWAS_Providence MT	4255097	Pharmacy Services General 001	VALGANCICLOVIR 450MG T	49.7
DCWAS_Providence MT	4234191	Pharmacy Services General 001	VALIUM 10MG T	2.72
DCWAS_Providence MT	4234175	Pharmacy Services General 001	VALIUM 2MG T	2.72
DCWAS_Providence MT	4234142	Pharmacy Services General 001	VALIUM 2ML SYR	4.75
DCWAS_Providence MT	4234183	Pharmacy Services General 001	VALIUM 5MG T	2.73
DCWAS_Providence MT	4216305	Pharmacy Services General 001	VALTREX 500MG T	4.58
DCWAS_Providence MT	4208203	Pharmacy Services General 001	VANCOMYCIN HCL 500MG INJ	2.72
DCWAS_Providence MT	4208211	Pharmacy Services General 001	VANCOMYCIN HCL 500MG INJ	3.51
DCWAS_Providence MT	4277117	Pharmacy Services General 001	VANCOMYCIN/D5W 500MG INJ	23.31
DCWAS_Providence MT	4219135	Pharmacy Services General 001	VANTIN 100MG T	4.28
DCWAS_Providence MT	4224770	Pharmacy Services General 001	VASOTEC 1.25M/CC 2ML VL	4.29
DCWAS_Providence MT	4200754	Pharmacy Services General 001	VASOTEC 10 MG TAB	1.72
DCWAS_Providence MT	4299400	Pharmacy Services General 001	VASOTEC 2.5MG T	1.68
DCWAS_Providence MT	4224689	Pharmacy Services General 001	VASOTEC 5MG T	1.68
DCWAS_Providence MT	4200158	Pharmacy Services General 001	VEDOLIZUMAB 1MG-300MG/20ML VL	8128.8
DCWAS_Providence MT	4224408	Pharmacy Services General 001	VERAPAMIL 120MG T	1.74
DCWAS_Providence MT	4216867	Pharmacy Services General 001	VERAPAMIL 40MG T	1.68
DCWAS_Providence MT	4224382	Pharmacy Services General 001	VERAPAMIL 5MG/2ML VL	1.68
DCWAS_Providence MT	4224390	Pharmacy Services General 001	VERAPAMIL 80MG T	1.68
DCWAS_Providence MT	4224333	Pharmacy Services General 001	VERAPAMIL SR 240MG T	1.68
DCWAS_Providence MT	4205217	Pharmacy Services General 001	VIBRAMYCIN 100MG C	1.68
DCWAS_Providence MT	4213559	Pharmacy Services General 001	VICODIN ES 7.5-300MG T	3.3
DCWAS_Providence MT	4244992	Pharmacy Services General 001	VICOPROFEN 7.5MG-200MG T	2.73
DCWAS_Providence MT	4213740	Pharmacy Services General 001	VIMPAT 200MG T	15.39
DCWAS_Providence MT	4212700	Pharmacy Services General 001	VINBLASTINE SULFATE 1MG INJ	3.28
DCWAS_Providence MT	4212809	Pharmacy Services General 001	VINCRISTINE SULFATE 1MG VL	6.96
DCWAS_Providence MT	4253928	Pharmacy Services General 001	VIREAD 300MG T	26.04
DCWAS_Providence MT	4200838	Pharmacy Services General 001	VISCOAT 0.5ML SYR	137.73
DCWAS_Providence MT	4212759	Pharmacy Services General 001	VIT D3 1000IU T	1.68
DCWAS_Providence MT	4290268	Pharmacy Services General 001	VIT E 400IU C	1.68
DCWAS_Providence MT	4218103	Pharmacy Services General 001	VITAMIN D T	1.69
DCWAS_Providence MT	4290276	Pharmacy Services General 001	VITAMIN E 100IU C	1.68
DCWAS_Providence MT	4211918	Pharmacy Services General 001	VITRON-C T	1.69
DCWAS_Providence MT	4200663	Pharmacy Services General 001	VOLTARAN 75 MG TAB	1.68
DCWAS_Providence MT	4230298	Pharmacy Services General 001	VOLTAREN 50MG T	1.67
DCWAS_Providence MT	4254561	Pharmacy Services General 001	VORICONAZOLE 200MG INJ	144.19
DCWAS_Providence MT	4254587	Pharmacy Services General 001	VORICONAZOLE 200MG T	48.97
DCWAS_Providence MT	4299699	Pharmacy Services General 001	WARFARIN 1MG T	1.68
DCWAS_Providence MT	4203980	Pharmacy Services General 001	WATER FOR STERILE INJ	1.33
DCWAS_Providence MT	4292603	Pharmacy Services General 001	WATER STERILE 10ML (25) INJ	0.01
DCWAS_Providence MT	4295978	Pharmacy Services General 001	WELLBUTRIN 100MG T	1.68
DCWAS_Providence MT	4295960	Pharmacy Services General 001	WELLBUTRIN 75MG T	1.69
DCWAS_Providence MT	4216750	Pharmacy Services General 001	WELLBUTRIN SR 150MG T	1.68
DCWAS_Providence MT	4299178	Pharmacy Services General 001	XALATAN 2.5ML OPH BTL	100.52
DCWAS_Providence MT	4234852	Pharmacy Services General 001	XANAX 0.25MG T	2.72
DCWAS_Providence MT	4234837	Pharmacy Services General 001	XANAX 0.5MG T	2.72
DCWAS_Providence MT	4234829	Pharmacy Services General 001	XANAX 1MG T	2.71
DCWAS_Providence MT	4254033	Pharmacy Services General 001	XYLOCAINE 1% OF 2ML AMP	1.68
DCWAS_Providence MT	4205118	Pharmacy Services General 001	XYLOCAINE 2% MPF 10ML VL	3.25
DCWAS_Providence MT	4214359	Pharmacy Services General 001	XYLOCAINE-MPF 1% 10MG/ML 5ML	2.01
DCWAS_Providence MT	4210589	Pharmacy Services General 001	XYPREXA 10MG TABLET	18.76
DCWAS_Providence MT	4200088	Pharmacy Services General 001	ZADITOR 0.025% OPTH 5ML DRP	10.86
DCWAS_Providence MT	4217063	Pharmacy Services General 001	ZANAFLEX 4MG T	1.68
DCWAS_Providence MT	4242251	Pharmacy Services General 001	ZAROX/LYN 5MG T	1.79
DCWAS_Providence MT	4242277	Pharmacy Services General 001	ZAROXOLYN 2.5MG T	1.68
DCWAS_Providence MT	4218996	Pharmacy Services General 001	ZEBETA 5MG T	1.68
DCWAS_Providence MT	4218566	Pharmacy Services General 001	ZESTORETIC 20/25 T	1.68
DCWAS_Providence MT	4200069	Pharmacy Services General 001	ZESTRIL 5MG TAB	1.68
DCWAS_Providence MT	4208476	Pharmacy Services General 001	ZETIA 10MG T	2.52
DCWAS_Providence MT	4296604	Pharmacy Services General 001	ZIAC 5MG T	1.68
DCWAS_Providence MT	4216354	Pharmacy Services General 001	ZIAGEN 300MG T	10.47
DCWAS_Providence MT	4287595	Pharmacy Services General 001	ZINC OXIDE 20% 30GM OINT	1.91
DCWAS_Providence MT	4294427	Pharmacy Services General 001	ZINC S04 1MG/ML 10ML VL	2.11
DCWAS_Providence MT	4289732	Pharmacy Services General 001	ZINC SUL 220MG C	1.67
DCWAS_Providence MT	4253431	Pharmacy Services General 001	ZIPRASIDONE 20MG C	4.48
DCWAS_Providence MT	4253175	Pharmacy Services General 001	ZIPRASIDONE 40G C	4.48
DCWAS_Providence MT	4208245	Pharmacy Services General 001	ZIPRASIDONE HCL 60MG C	5.66
DCWAS_Providence MT	4254520	Pharmacy Services General 001	ZIPRASIDONE MESYLATE 10MG INJ	15.99
DCWAS_Providence MT	4277158	Pharmacy Services General 001	ZITHROMAX 15ML 200MG/5ML BTL	15.86
DCWAS_Providence MT	4204467	Pharmacy Services General 001	ZITHROMAX 250MG T	2.19
DCWAS_Providence MT	4216362	Pharmacy Services General 001	ZITHROMAX 600MG T	2.61
DCWAS_Providence MT	4253985	Pharmacy Services General 001	ZOLEDRONIC ACID 4MG INJ	52.93
DCWAS_Providence MT	4203444	Pharmacy Services General 001	ZOLOFT 100MG	2.64
DCWAS_Providence MT	4205167	Pharmacy Services General 001	ZOLOFT 50MG T	2.64
DCWAS_Providence MT	4202248	Pharmacy Services General 001	ZOSTRIX CREAM .025%	3.92
DCWAS_Providence MT	4202461	Pharmacy Services General 001	ZOVIRAX 200 MG CAP	3.13
DCWAS_Providence MT	4218897	Pharmacy Services General 001	ZOVIRAX 800MG T	1.67
DCWAS_Providence MT	4291100	Pharmacy Services General 001	ZYLOPRIM 100MG T	1.68
DCWAS_Providence MT	4291118	Pharmacy Services General 001	ZYLOPRIM 300MG T	1.68
DCWAS_Providence MT	4208435	Pharmacy Services General 001	ZYPEXA ZYDIS 15MG T	11.1
DCWAS_Providence MT	4216800	Pharmacy Services General 001	ZYPREXA 2.5MG T	10.65
DCWAS_Providence MT	4211744	Pharmacy Services General 001	ZYPREXA 5MG T	12.46
DCWAS_Providence MT	4208542	Pharmacy Services General 001	ZYPREXA IM SDV 10MG INJ	39.75
DCWAS_Providence MT	4253282	Pharmacy Services General 001	ZYRTEC  5MG T	1.68
DCWAS_Providence MT	4280772	Pharmacy Services General 001	ZYRTEC 10MG T	1.68
DCWAS_Providence MT	4212999	Pharmacy Services General 001	ZYVOX 600MG T	92.38
DCWAS_Providence MT	4311114	Physical Therapy	APPL MLTI-LAY COMPRS UPPER ARM	78.59
DCWAS_Providence MT	4199999	Physical Therapy	DUMMY PROC FOR G-CODES USE	0.0
DCWAS_Providence MT	4364774	Physical Therapy	PHYSICAL THERAPY SCRNG STAT	0.0
DCWAS_Providence MT	4300005	Physical Therapy	PT EVAL HIGH CMPLX 4+ ELEM	78.92
DCWAS_Providence MT	4300001	Physical Therapy	PT EVAL LOW CMPLX 1-2 ELEM	78.92
DCWAS_Providence MT	4300003	Physical Therapy	PT EVAL MOD CMPLX 3 ELEM	78.92
DCWAS_Providence MT	4300007	Physical Therapy	PT RE-EVAL EST PLAN CARE	54.28
DCWAS_Providence MT	4310645	Physical Therapy	PT-ELECTRICAL STIMULATIONON	36.3
DCWAS_Providence MT	4310710	Physical Therapy	PT-FUNCTIONAL MOBILITY 15 MINS	37.63
DCWAS_Providence MT	4362307	Physical Therapy	PT-GAIT TRAING/AMBULTN 15 MINS	36.3
DCWAS_Providence MT	4363628	Physical Therapy	PT-HOT/COLD PACK	23.64
DCWAS_Providence MT	4310702	Physical Therapy	PT-MANUAL THERAPY 15 MINS	45.95
DCWAS_Providence MT	4310637	Physical Therapy	PT-MECH. TRACTIONON	42.29
DCWAS_Providence MT	4310694	Physical Therapy	PT-NEUROMUSC.RE-ED 15MIN	46.62
DCWAS_Providence MT	4362158	Physical Therapy	PT-THERAPEUTIC EXERCISE 15 MIN	46.62
DCWAS_Providence MT	4310629	Physical Therapy	PT-ULTRASOUND TREATMNT 15 MINS	42.96
DCWAS_Providence MT	5000232	Provider Based Billing	PBB ADM FLU VAC SCHED SAME DAY	16.98
DCWAS_Providence MT	5000196	Provider Based Billing	PBB AIRWAY INHALATION TREATMNT	12.99
DCWAS_Providence MT	5000074	Provider Based Billing	PBB BX/CURETT - CERVIX W/SCOPE	28.31
DCWAS_Providence MT	5000070	Provider Based Billing	PBB DILATION OF URETHRA SUBQ	133.87
DCWAS_Providence MT	5000025	Provider Based Billing	PBB DRAIN/INJ JNT/BURSA MAJOR	47.29
DCWAS_Providence MT	5000193	Provider Based Billing	PBB ELECTROCARDIOGRAM TRACING	13.32
DCWAS_Providence MT	5000250	Provider Based Billing	PBB GELSYN 3	134.27
DCWAS_Providence MT	5000147	Provider Based Billing	PBB GLUCOSE BLOOD TEST	3.0
DCWAS_Providence MT	5000154	Provider Based Billing	PBB IMMUN ADMIN-1/COMBO VACC	29.3
DCWAS_Providence MT	5000162	Provider Based Billing	PBB INFLUNZ PRSVTV FREE>2YRS	9.66
DCWAS_Providence MT	5000164	Provider Based Billing	PBB INFLUNZ SPLIT 3-18YRS	12.99
DCWAS_Providence MT	5000243	Provider Based Billing	PBB INJ KETOROLAC TROMETH 15MG	6.66
DCWAS_Providence MT	5000239	Provider Based Billing	PBB INJ METHYLPRDNIS ACE 40MG	9.99
DCWAS_Providence MT	5000197	Provider Based Billing	PBB MEASURE BLOOD OXYGEN LEVEL	2.33
DCWAS_Providence MT	5000214	Provider Based Billing	PBB OFFICE CONSULT LEVEL 4	42.96
DCWAS_Providence MT	5000207	Provider Based Billing	PBB OFFICE EST PAT LEVEL 1	42.96
DCWAS_Providence MT	5000208	Provider Based Billing	PBB OFFICE EST PAT LEVEL 2	42.96
DCWAS_Providence MT	5000209	Provider Based Billing	PBB OFFICE EST PAT LEVEL 3	42.96
DCWAS_Providence MT	5000210	Provider Based Billing	PBB OFFICE EST PAT LEVEL 4	42.96
DCWAS_Providence MT	5000211	Provider Based Billing	PBB OFFICE EST PAT LEVEL 5	42.96
DCWAS_Providence MT	5000202	Provider Based Billing	PBB OFFICE NEW PATIENT LEVEL 1	65.27
DCWAS_Providence MT	5000204	Provider Based Billing	PBB OFFICE NEW PATIENT LEVEL 3	42.96
DCWAS_Providence MT	5000205	Provider Based Billing	PBB OFFICE NEW PATIENT LEVEL 4	42.96
DCWAS_Providence MT	5000206	Provider Based Billing	PBB OFFICE NEW PATIENT LEVEL 5	42.96
DCWAS_Providence MT	5000248	Provider Based Billing	PBB ORTHOVISC INJ PER DOSE	21.98
DCWAS_Providence MT	5000172	Provider Based Billing	PBB PNEUMO POLY 23VALENT>2YRS	6.33
DCWAS_Providence MT	5000226	Provider Based Billing	PBB PREV CARE-EST AGE 18-39	29.64
DCWAS_Providence MT	5000227	Provider Based Billing	PBB PREV-CARE-EST-AGE 40-64	32.63
DCWAS_Providence MT	5000151	Provider Based Billing	PBB STREP A ASSAY W/OPTIC	14.65
DCWAS_Providence MT	5000170	Provider Based Billing	PBB TDAP > 7YRS	31.64
DCWAS_Providence MT	5000199	Provider Based Billing	PBB THER/PROPH/DIAG INJ SC/IM	17.32
DCWAS_Providence MT	5000143	Provider Based Billing	PBB URINALYSIS	4.0
DCWAS_Providence MT	5000145	Provider Based Billing	PBB URINE PREGNANCY TEST	7.99
DCWAS_Providence MT	5000067	Provider Based Billing	PBB US URINE CAPACITY MEASURE	13.65
DCWAS_Providence MT	5000103	Provider Based Billing	PBB X-RAY EXAM OF HUMERUS	37.3
DCWAS_Providence MT	5000109	Provider Based Billing	PBB X-RAY HAND 2 VIEWS	37.3
DCWAS_Providence MT	5000101	Provider Based Billing	PBB X-RAY SHOULDER  2+ VWS	22.31
DCWAS_Providence MT	5000121	Provider Based Billing	PBB XRAY EXAM OF KNEE 3	27.31
DCWAS_Providence MT	5000113	Provider Based Billing	PBB XRAY HIP UNI W/PLVS 2-3VWS	29.3
DCWAS_Providence MT	5000115	Provider Based Billing	PBB XRAY HIPS BIL 2 VIEWS	20.31
DCWAS_Providence MT	5000094	Provider Based Billing	PBB XRAY LUMB/SPINE 2-3 VWS	26.97
DCWAS_Providence MT	5000097	Provider Based Billing	PBB XRAY PELVIS 1 OR 2 VWS	19.31
DCWAS_Providence MT	5000091	Provider Based Billing	PBB XRAY- NECK SPINE 2-3 VWS	28.64
DCWAS_Providence MT	16048	Psychiatric Unit	ROOM RATE - PRIVATE-PSYCH UNIT	477.86
DCWAS_Providence MT	700062	Psychiatric Unit	THER/PROPH/DIAG INJ SC/IM	34.97
DCWAS_Providence MT	3600020	Pulmonary Function	BRONCHOSPSM EVAL PRE/POST DI	169.83
DCWAS_Providence MT	3600180	Pulmonary Function	PLETH-AIR RES, RSD CAP, TGV	192.14
DCWAS_Providence MT	3600160	Pulmonary Function	PULMONARY COMPLIANCE STUDY	115.55
DCWAS_Providence MT	3600012	Pulmonary Function	SPIROMETRY	115.55
DCWAS_Providence MT	6200022	Pulmonary Rehab	6 MINUTE WALK TEST	94.24
DCWAS_Providence MT	6200007	Pulmonary Rehab	PULMONARY REHAB W EXER	40.29
DCWAS_Providence MT	6200008	Pulmonary Rehab	PULMONARY REHAB W EXER MOD KX	40.29
DCWAS_Providence MT	4000008	Radiology - CT	CT A/P RENAL STONES W/O CONTR	1212.12
DCWAS_Providence MT	4041703	Radiology - CT	CT ABDOMEN W/WO CONTRAST	1041.62
DCWAS_Providence MT	4041604	Radiology - CT	CT ABDOMEN WITH CONTRAST	732.27
DCWAS_Providence MT	4041505	Radiology - CT	CT ABDOMEN WITHOUT CONTRAST	732.27
DCWAS_Providence MT	4064044	Radiology - CT	CT ANG UPEXT W/WO CONTRST LT	631.04
DCWAS_Providence MT	4064242	Radiology - CT	CT ANGIO ABD/PELVIS W/WO CONT	1260.41
DCWAS_Providence MT	4064085	Radiology - CT	CT ANGIO ABDOMEN W/WO CONTRAST	757.58
DCWAS_Providence MT	4064028	Radiology - CT	CT ANGIO CHEST W/WO CONTRAST	631.04
DCWAS_Providence MT	4064002	Radiology - CT	CT ANGIO HEAD W/WO CONTRAST	631.04
DCWAS_Providence MT	4064069	Radiology - CT	CT ANGIO LWR EXT W/WO CONTR LT	631.04
DCWAS_Providence MT	4064077	Radiology - CT	CT ANGIO LWR EXT W/WO CONTR RT	631.04
DCWAS_Providence MT	4064010	Radiology - CT	CT ANGIO NECK W/WO CONTRAST	631.04
DCWAS_Providence MT	4064051	Radiology - CT	CT ANGIO UP EXTR W/WO CONT RT	631.04
DCWAS_Providence MT	4021267	Radiology - CT	CT CERV SPINE W CONT	740.93
DCWAS_Providence MT	4021259	Radiology - CT	CT CERVICAL SPINE W/O CONTRAST	649.35
DCWAS_Providence MT	4063632	Radiology - CT	CT GUIDANCE	683.98
DCWAS_Providence MT	4004701	Radiology - CT	CT HEAD W/W/O CONTRAST	706.29
DCWAS_Providence MT	4004602	Radiology - CT	CT HEAD WITH CONTRAST	503.16
DCWAS_Providence MT	4004503	Radiology - CT	CT HEAD WITHOUT CONTRAST	453.21
DCWAS_Providence MT	4000063	Radiology - CT	CT LOW DOSE LUNG SCREENING	101.23
DCWAS_Providence MT	4063947	Radiology - CT	CT LOWER EXTREM (LT) W CONT	510.16
DCWAS_Providence MT	4063921	Radiology - CT	CT LOWER EXTREM (LT) WO CONT	442.89
DCWAS_Providence MT	4063939	Radiology - CT	CT LOWER EXTREM (RT) WO CONT	442.89
DCWAS_Providence MT	4063954	Radiology - CT	CT LOWER EXTREMITY (RT) WITH C	510.16
DCWAS_Providence MT	4021317	Radiology - CT	CT LUMB SPINE WO CONT	683.98
DCWAS_Providence MT	4021325	Radiology - CT	CT LUMBAR SPINE WITH CONTRAST	740.93
DCWAS_Providence MT	4004875	Radiology - CT	CT MAXILLOFACIAL WITH CONTRAST	510.16
DCWAS_Providence MT	4004867	Radiology - CT	CT MAXILLOFACIAL WO CONT	452.55
DCWAS_Providence MT	4004818	Radiology - CT	CT ORBT/SELLA POST FOSS-W CONT	510.16
DCWAS_Providence MT	4004800	Radiology - CT	CT ORBT/SLLA POST FOSS-WO CONT	476.19
DCWAS_Providence MT	4064317	Radiology - CT	CT PELVIC/ABD W/CONTRAST	1294.37
DCWAS_Providence MT	4064325	Radiology - CT	CT PELVIC/ABD W/WO CONTRAST	1734.26
DCWAS_Providence MT	4064309	Radiology - CT	CT PELVIC/ABD WO CONTRAST	1212.12
DCWAS_Providence MT	4021937	Radiology - CT	CT PELVIS WITH CONTRAST	679.99
