AS OF 01/05/2019

CODE    ,PROCEDURE DESCRIPTION         ,BEGIN DATE,END DATE  ,PRIOR AUTHORIZATION REQUIRED  ,FEE (AGE 21+),FEE (UNDER 21),MAX UNITS,FACILITY PRICING,MANUAL PRICING,COVERED BENEFIT,
D7820   ,CLOSED REDUCTION OF DISLOCATIO                                                                                                                                                                                                                                                                                                  ,07/01/2003,12/31/9999,NO                            ,$90.00    ,$112.50   ,       10,            ,YES,YES,
D7830   ,MANIPULATION UNDER ANESTHESIA                                                                                                                                                                                                                                                                                                   ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D7840   ,CONDYLECTOMY                                                                                                                                                                                                                                                                                                                    ,07/01/2003,12/31/9999,YES                           ,$540.00   ,$675.00   ,        3,            ,YES,YES,
D7850   ,MENISCECTOMY                                                                                                                                                                                                                                                                                                                    ,07/01/2003,12/31/9999,YES                           ,$504.00   ,$630.00   ,        3,            ,YES,YES,
D7852   ,DISC REPAIR                                                                                                                                                                                                                                                                                                                     ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7854   ,SYNOVECTOMY                                                                                                                                                                                                                                                                                                                     ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7856   ,MYOTOMY                                                                                                                                                                                                                                                                                                                         ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7858   ,JOINT RECONSTRUCTION                                                                                                                                                                                                                                                                                                            ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7860   ,ARTHROTOMY                                                                                                                                                                                                                                                                                                                      ,07/01/2003,12/31/9999,YES                           ,$360.00   ,$450.00   ,        3,            ,YES,YES,
D7865   ,ARTHROPLASTY                                                                                                                                                                                                                                                                                                                    ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7870   ,ARTHROCENTESIS                                                                                                                                                                                                                                                                                                                  ,07/01/2003,12/31/9999,NO                            ,$28.00    ,$36.00    ,        3,            ,YES,YES,
D7871   ,NON-ARTHROSCOPIC LYSIS AND LAVAGE                                                                                                                                                                                                                                                                                               ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7872   ,ARTHROSCOPY-DIAGNOSIS  WITH OR WITHOUT BIOPSY                                                                                                                                                                                                                                                                                   ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7873   ,Arthroscopy  lavage and lysis of adhesions                                                                                                                                                                                                                                                                                      ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7874   ,Arthroscopy  disc repositioning and stabilization                                                                                                                                                                                                                                                                               ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7875   ,Arthroscopy  synovectomy                                                                                                                                                                                                                                                                                                        ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7876   ,Arthroscopy  discectomy                                                                                                                                                                                                                                                                                                         ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7877   ,Arthroscopy  debridement                                                                                                                                                                                                                                                                                                        ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7880   ,OCCLUSAL ORTHOTIC APPLIANCE                                                                                                                                                                                                                                                                                                     ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7881   ,OCCLUSAL ORTHOTIC DEVICE ADJUSTMENT                                                                                                                                                                                                                                                                                             ,01/01/2016,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7899   ,UNSPECIFIED TMD THERAPY  BY REPORT                                                                                                                                                                                                                                                                                              ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7910   ,SUTURES                                                                                                                                                                                                                                                                                                                         ,01/07/2006,12/31/9999,NO                            ,$152.00   ,$190.00   ,        1,            ,YES,YES,
D7911   ,DEBRIDEMENT   REPAIR OF SOFT T                                                                                                                                                                                                                                                                                                  ,01/07/2006,12/31/9999,NO                            ,$245.00   ,$307.00   ,        1,            ,YES,YES,
D7912   ,DIAMETER  UP TO 2 INCHES (50.8                                                                                                                                                                                                                                                                                                  ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,       10,            ,YES,NO ,
D7920   ,SKIN GRAFTS                                                                                                                                                                                                                                                                                                                     ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D7921   ,COLLECTION AND APPLICATION OF AUTOLOGOUS BLOOD CONCENTRATE PRODUCT                                                                                                                                                                                                                                                              ,01/01/2013,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7940   ,OSTEOPLASTY(PROGNATHISM MICROG                                                                                                                                                                                                                                                                                                  ,02/16/2009,12/31/9999,YES                           ,$1600.00  ,$2000.00  ,        2,            ,YES,YES,
D7941   ,OSTEOTOMY - MANDIBULAR RAMI                                                                                                                                                                                                                                                                                                     ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7943   ,OSTEOTOMY - MANDIBULAR RAMI WITH BONE GRAFT; INCLUDES OBTAINING THE GRAFT                                                                                                                                                                                                                                                       ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7944   ,OSTEOTOMY-SEGMENTED OR SUBAPICAL                                                                                                                                                                                                                                                                                                ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7945   ,OSTEOTOMY-BODY OF MANDIBLE                                                                                                                                                                                                                                                                                                      ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7946   ,LEFORT I (MAXILLA-TOTAL)                                                                                                                                                                                                                                                                                                        ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7947   ,LEFORT I (MAXILLA-SEGMENTED)                                                                                                                                                                                                                                                                                                    ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7948   ,LEFORT II OR LEFORT III (OSTEOPLASTY OF FACIAL BONES FOR MIDFACE HYPOPLASIA OR  RETRUSION)-WITHOUT BONE GRAFT                                                                                                                                                                                                                   ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7949   ,LEFORT II OR LEFORT III-WITH BONE GRAFT                                                                                                                                                                                                                                                                                         ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7950   ,OSSEOUS  OSTEOPERIOSTEAL  OR CARTILAGE GRAFT OF THE MANDIBLE OR MAXILLA - AUTOGENOUS OR NONAUTOGENOUS  BY REPORT                                                                                                                                                                                                                ,01/01/2013,12/31/9999,YES                           ,$1440.00  ,$1800.00  ,      999,            ,YES,YES,
D7951   ,SINUS AUGMENTATION WITH BONE OR BONE SUBSTITUTES VIA A LATERAL OPEN APPROACH                                                                                                                                                                                                                                                    ,01/01/2007,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7952   ,SINUS AUGMENTATION VIA A VERTICAL APPROACH                                                                                                                                                                                                                                                                                      ,01/01/2013,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7953   ,BONE REPLACEMENT GRAFT FOR RIDGE PRESERVATION - PER SITE                                                                                                                                                                                                                                                                        ,02/01/2007,12/31/9999,YES                           ,$465.00   ,$581.25   ,        1,            ,YES,YES,
D7955   ,REPAIR OF MAXILLOFACIAL SOFT AND/OR HARD TISSUE DEFECT                                                                                                                                                                                                                                                                          ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7960   ,FRENULECTOMY - ALSO KNOWN AS FRENECTOMY OR FRENOTOMY - SEPARATE PROCEDURE NOTINCIDENTAL TO ANOTHER PROCEDURE                                                                                                                                                                                                                    ,01/07/2006,12/31/9999,YES                           ,$250.00   ,$313.00   ,        2,            ,YES,YES,
D7963   ,FRENULOPLASTY                                                                                                                                                                                                                                                                                                                   ,01/01/2005,12/31/9999,YES                           ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7970   ,EXCISION HYPERPLASTIC TISSUE P                                                                                                                                                                                                                                                                                                  ,01/01/2013,12/31/9999,NO                            ,$340.00   ,$425.00   ,      999,            ,YES,YES,
D7971   ,EXCISION OF PERICORONAL GINGIVA                                                                                                                                                                                                                                                                                                 ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7972   ,SURGICAL REDUCTION OF FIBROUS TUBEROSITY                                                                                                                                                                                                                                                                                        ,08/01/2008,12/31/9999,YES                           ,$438.00   ,$675.00   ,        1,            ,YES,YES,
D7979   ,NON-SURGICAL SIALOLITHOTOMY                                                                                                                                                                                                                                                                                                     ,01/01/2018,12/31/9999,YES                           ,$100.00   ,$100.00   ,        1,            ,YES,YES,
D7981   ,EXCISION OF SALIVARY GLAND                                                                                                                                                                                                                                                                                                      ,02/18/2009,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D7982   ,SIALODOCHOPLASTY                                                                                                                                                                                                                                                                                                                ,01/01/2013,12/31/9999,NO                            ,$960.00   ,$1200.00  ,      999,            ,YES,YES,
D7983   ,CLOSURE OF SALIVARY FISTULA                                                                                                                                                                                                                                                                                                     ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D7990   ,EMERGENCY TRACHEOTOMY                                                                                                                                                                                                                                                                                                           ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D7991   ,CORONOIDECTOMY                                                                                                                                                                                                                                                                                                                  ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7995   ,SYNTHETIC GRAFT-MANDIBLE OR FACIAL BONES  BY REPORT                                                                                                                                                                                                                                                                             ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7996   ,IMPLANT-MANDIBLE FOR AUGMENTATION PURPOSES (EXCLUDING ALVEOLAR RIDGE)  BY REPORT                                                                                                                                                                                                                                                ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7997   ,APPLIANCE REMOVAL (NOT BY DENTIST WHO PLACED APPLIANCE)  INCLUDES REMOVAL OF    ARCHBAR                                                                                                                                                                                                                                         ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D7998   ,INTRAORAL PLACEMENT OF A FIXATION DEVICE NOT IN CONJUNCTION WITH A FRACTURE                                                                                                                                                                                                                                                     ,01/01/2007,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8010   ,LIMITED ORTHODONTIC TREATMENT OF THE PRIMARY DENTITION                                                                                                                                                                                                                                                                          ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8020   ,LIMITED ORTHODONTIC TREATMENT OF THE TRANSITIONAL DENTITION                                                                                                                                                                                                                                                                     ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8030   ,LIMITED ORTHODONTIC TREATMENT OF THE ADOLESCENT DENTITION                                                                                                                                                                                                                                                                       ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8040   ,LIMITED ORTHODONTIC TREATMENT OF THE ADULT DENTITION                                                                                                                                                                                                                                                                            ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8050   ,INTERCEPTIVE ORTHODONTIC TREATMENT OF THE PRIMARY DENTITION                                                                                                                                                                                                                                                                     ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,YES,
D8060   ,INTERCEPTIVE ORTHODONTIC TREATMENT OF THE TRANSITIONAL DENTITION                                                                                                                                                                                                                                                                ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8070   ,COMPREHENSIVE ORTHODONTIC TREATMENT OF THE TRANSITIONAL DENTITION                                                                                                                                                                                                                                                               ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8080   ,COMPREHENSIVE ORTHODONTIC TREATMENT OF THE ADOLESCENT DENTITION                                                                                                                                                                                                                                                                 ,01/01/2007,12/31/9999,YES                           ,$5000.00  ,$5000.00  ,        1,            ,YES,YES,
D8090   ,COMPREHENSIVE ORTHODONTIC TREATMENT OF THE ADULT DENTITION                                                                                                                                                                                                                                                                      ,06/08/2007,12/31/9999,YES                           ,$4000.00  ,$5000.00  ,        2,            ,YES,YES,
D8210   ,REMOVABLE APPLIANCE THERAPY                                                                                                                                                                                                                                                                                                     ,01/07/2006,12/31/9999,NO                            ,$441.00   ,$552.00   ,        5,            ,YES,YES,
D8220   ,FIXED OR CEMENTED                                                                                                                                                                                                                                                                                                               ,01/07/2006,12/31/9999,NO                            ,$541.00   ,$677.00   ,        1,            ,YES,YES,
D8660   ,Pre-orthodontic treatment examination to monitor growth and development                                                                                                                                                                                                                                                         ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8670   ,Periodic orthodontic treatment visit                                                                                                                                                                                                                                                                                            ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8680   ,ORTHODONTIC RETENTION (REMOVAL OF APPLIANCES  CONSTRUCTION AND PLACEMENT OF     RETAINER(S))                                                                                                                                                                                                                                    ,01/01/2007,12/31/9999,NO                            ,$445.00   ,$557.00   ,        1,            ,YES,YES,
D8681   ,REMOVABLE ORTHODONTIC RETAINER ADJUSTMENT                                                                                                                                                                                                                                                                                       ,01/01/2016,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8690   ,ORTHODONTIC TREATMENT (ALTERNATIVE BILLING TO A CONTRACT FEE)                                                                                                                                                                                                                                                                   ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8691   ,REPAIR OF ORTHODONTIC APPLIANCE                                                                                                                                                                                                                                                                                                 ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8692   ,REPLACEMENT OF LOST OR BROKEN RETAINER                                                                                                                                                                                                                                                                                          ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8693   ,Re-cement or re-bond fixed retainer                                                                                                                                                                                                                                                                                             ,01/01/2007,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8694   ,REPAIR OF FIXED RETAINERS  INCLUDES REATTACHMENT                                                                                                                                                                                                                                                                                ,01/01/2014,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D8695   ,REMOVAL OF FIXED ORTHODONTIC APPLIANCES FOR REASONS OTHER THAN COMPLETION OF TREATMENT                                                                                                                                                                                                                                          ,01/01/2018,12/31/9999,YES                           ,$250.00   ,$250.00   ,        1,            ,YES,YES,
D8999   ,UNSPECIFIED ORTHODONTIC PROCEDURE  BY REPORT                                                                                                                                                                                                                                                                                    ,01/01/2007,12/31/9999,YES                           ,$960.00   ,$1200.00  ,        2,            ,YES,YES,
D9110   ,PALLIATIVE TREATMENT OF DENTAL                                                                                                                                                                                                                                                                                                  ,01/07/2006,12/31/9999,NO                            ,$68.00    ,$85.00    ,        1,            ,YES,YES,
D9120   ,FIXED PARTIAL DENTURE SECTIONING                                                                                                                                                                                                                                                                                                ,01/01/2007,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9130   ,TEMPOROMANDIBULAR JOINT DYSFUNCTION - NON-INVASIVE PHYSICAL THERAPIES                                                                                                                                                                                                                                                           ,01/01/2019,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9210   ,LOCAL(NOT W/SURGICAL OPERATIVE                                                                                                                                                                                                                                                                                                  ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D9211   ,REGIONAL BLOCK ANESTHESIA                                                                                                                                                                                                                                                                                                       ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D9212   ,TRIGEMINAL DIVISION BLOCK ANESTHESIA                                                                                                                                                                                                                                                                                            ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9215   ,LOCAL ANESTHESIA IN CONJUNCTION WITH OPERATIVE OR SURGICAL PROCEDURES                                                                                                                                                                                                                                                           ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9219   ,EVALUATION FOR DEEP SEDATION OR GENERAL ANESTHESIA                                                                                                                                                                                                                                                                              ,01/01/2015,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9222   ,DEEP SEDATION/GENERAL ANESTHESIA - FIRST 15 MINUTES                                                                                                                                                                                                                                                                             ,01/01/2018,12/31/9999,YES                           ,$130.00   ,$130.00   ,        1,            ,YES,YES,
D9223   ,Deep sedation/general anesthesia - each subsequent 15 minute increment                                                                                                                                                                                                                                                          ,01/01/2016,12/31/9999,YES                           ,$104.00   ,$130.00   ,        8,            ,YES,YES,
D9230   ,INHALATION OF NITROUS OXIDE/ANXIOLYSIS  ANALGESIA                                                                                                                                                                                                                                                                               ,01/07/2006,12/31/9999,NO                            ,$36.00    ,$46.00    ,        1,            ,YES,YES,
D9239   ,INTRAVENOUS MODERATE (CONSCIOUS) SEDATION/ANALGESIA - FIRST 15 MINUTES                                                                                                                                                                                                                                                          ,01/01/2018,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9243   ,Intravenous moderate (conscious) sedation/analgesia - each subsequent 15 minute increment                                                                                                                                                                                                                                       ,01/01/2016,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9248   ,Non-intravenous conscious sedation                                                                                                                                                                                                                                                                                              ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9310   ,CONSULTATION - DIAGNOSTIC SERVICE PROVIDED BY DENTIST OR PHYSICIAN OTHER THAN                                                                                                                                                                                                                                                   ,01/07/2006,12/31/9999,NO                            ,$90.00    ,$112.50   ,        1,            ,YES,YES,
D9311   ,CONSULTATION WITH A MEDICAL HEALTH CARE PROFESSIONAL                                                                                                                                                                                                                                                                            ,01/01/2017,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9410   ,HOUSE/EXTENDED CARE FACILITY CALL                                                                                                                                                                                                                                                                                               ,01/01/2002,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9420   ,HOSPITAL OR AMBULATORY SURGICAL CENTER CALL                                                                                                                                                                                                                                                                                     ,01/07/2006,12/31/9999,YES                           ,$26.00    ,$33.00    ,        1,            ,YES,YES,
D9430   ,CONSULTANT EVALUATION EXAM                                                                                                                                                                                                                                                                                                      ,01/07/2006,12/31/9999,NO                            ,$54.00    ,$67.50    ,      999,            ,YES,YES,
D9440   ,OFFICE VISIT                                                                                                                                                                                                                                                                                                                    ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D9450   ,CASE PRESENTATION  DETAILED AND EXTENSIVE TREATMENT PLANNING                                                                                                                                                                                                                                                                    ,01/01/2003,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9610   ,THERAPEUTIC PARENTERAL DRUG  SINGLE ADMINISTRATION                                                                                                                                                                                                                                                                              ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D9612   ,THERAPEUTIC PARENTERAL DRUGS  TWO OR MORE ADMINISTRATIONS  DIFFERENT MEDICATIONS                                                                                                                                                                                                                                                ,01/01/2007,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9613   ,INFILTRATION OF SUSTAINED RELEASE THERAPEUTIC DRUG - SINGLE OR MULTIPLE SITES                                                                                                                                                                                                                                                   ,01/01/2019,12/31/9999,NO                            ,$0.00     ,$0.00     ,        1,            ,YES,NO ,
D9630   ,Drugs or medicaments dispensed in the office for home use                                                                                                                                                                                                                                                                       ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
D9910   ,APPLICATION OF DESENSITIZING M                                                                                                                                                                                                                                                                                                  ,12/31/1978,12/31/9999,NO                            ,$0.00     ,$0.00     ,      999,            ,YES,NO ,
